application_id,brand_name,class_type,alcohol_content,proof,net_contents,bottler_producer,country_of_origin,government_warning,image_filename,expected_outcome
BATCH-COLA-2026-270,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-271,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-272,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-273,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-274,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-275,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-276,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-277,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-278,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-279,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-280,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-281,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-282,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-283,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-284,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-285,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-286,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-287,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-288,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-289,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-290,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-291,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-292,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-293,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-294,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-295,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-296,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-297,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-298,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-299,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-300,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
